Geographic Area Name,HighSchool_WholeRate,Bachelor_WholeRate,HighSchool_WhiteRate,Bachelor_WhiteRate,HighSchool_NHWhiteRate,Bachelor_NHWhiteRate,HighSchool_BlackRate,Bachelor_BlackRate
"Richmond, North Carolina",80.9,15.7,84.1,17.8,87.1,18.6,76.3,10.6
"Robeson, North Carolina",77.3,13.7,82.9,17.7,85.5,18.5,79.3,9.7
"Rockingham, North Carolina",82.7,15.1,84.7,16.3,85.3,16.5,78.0,9.7
"Rowan, North Carolina",85.6,18.5,87.0,19.6,87.9,19.9,87.3,15.3
"Rutherford, North Carolina",83.8,17.8,84.0,19.2,84.6,19.2,85.1,6.7
"Sampson, North Carolina",79.3,13.7,81.0,15.2,86.5,16.9,82.3,11.0
"Scotland, North Carolina",80.2,15.5,85.1,21.0,85.4,21.0,77.9,10.6
"Stanly, North Carolina",85.3,17.3,86.7,18.7,87.2,18.9,78.6,5.5
"Stokes, North Carolina",83.8,14.1,84.6,14.4,85.1,14.6,75.1,8.3
"Surry, North Carolina",79.5,18.0,80.1,18.4,82.1,19.1,79.4,13.2
"Swain, North Carolina",79.8,18.2,81.2,21.2,81.4,20.2,100.0,0.0
"Transylvania, North Carolina",89.0,32.6,90.1,33.0,90.5,33.1,87.5,33.3
"Tyrrell, North Carolina",74.0,10.6,76.7,14.7,78.4,15.1,70.9,4.7
"Union, North Carolina",89.6,35.4,90.5,36.2,93.6,38.1,86.2,24.5
"Vance, North Carolina",80.4,14.8,83.3,16.7,83.9,17.2,79.7,13.5
"Wake, North Carolina",93.0,52.8,95.6,58.0,97.3,59.9,90.5,33.4
"Warren, North Carolina",81.6,15.8,89.3,23.2,90.3,23.6,76.4,8.8
"Washington, North Carolina",83.7,11.5,89.3,13.1,89.2,13.0,77.4,9.8
"Watauga, North Carolina",90.8,42.2,91.5,43.0,91.8,43.2,85.6,39.1
"Wayne, North Carolina",84.5,19.0,85.3,22.3,91.1,23.7,84.8,11.8
"Wilkes, North Carolina",80.1,15.8,80.7,16.1,81.7,16.5,81.4,14.7
"Wilson, North Carolina",80.3,19.6,87.1,27.5,88.0,28.0,75.6,9.6
"Yadkin, North Carolina",82.3,11.6,83.5,12.1,85.6,12.7,79.0,3.8
"Yancey, North Carolina",84.5,20.3,85.0,20.5,85.7,20.7,85.6,13.3
"Adams, North Dakota",94.5,25.6,94.6,25.4,95.3,25.7,100.0,0.0
"Barnes, North Dakota",92.3,29.4,93.0,27.9,92.9,28.1,100.0,85.1
"Benson, North Dakota",86.3,16.2,92.7,24.6,92.7,24.7,66.7,33.3
"Billings, North Dakota",89.5,26.3,91.6,27.0,91.6,27.0,,
"Bottineau, North Dakota",91.7,24.0,91.7,23.9,91.7,23.8,100.0,0.0
"Bowman, North Dakota",89.1,24.2,89.0,24.5,89.9,25.0,0.0,0.0
"Burke, North Dakota",92.6,22.8,92.3,22.5,92.3,22.5,100.0,0.0
"Burleigh, North Dakota",94.3,35.8,94.7,36.7,95.0,36.9,94.9,28.2
"Cass, North Dakota",94.8,40.2,96.2,41.6,96.3,41.8,82.3,20.0
"Cavalier, North Dakota",91.9,19.5,92.4,20.0,92.4,20.0,100.0,0.0
"Dickey, North Dakota",91.3,28.8,92.3,28.8,92.3,29.3,15.9,0.0
"Divide, North Dakota",93.3,18.5,93.1,19.2,94.5,19.5,100.0,16.7
"Dunn, North Dakota",91.1,21.3,92.2,20.5,92.1,20.8,100.0,13.0
"Eddy, North Dakota",89.4,26.2,89.4,25.0,90.5,25.3,,
"Emmons, North Dakota",87.3,18.2,86.9,17.3,86.8,17.4,,
"Foster, North Dakota",90.3,26.7,90.1,26.7,90.3,26.9,,
"Golden Valley, North Dakota",92.9,26.9,93.2,26.1,93.1,26.2,,
"Grand Forks, North Dakota",95.1,35.6,96.4,37.0,96.7,37.4,86.6,9.7
"Grant, North Dakota",90.1,18.1,89.9,17.3,89.9,17.4,100.0,0.0
"Griggs, North Dakota",89.3,25.8,90.8,26.7,90.8,26.7,,
"Hettinger, North Dakota",87.1,13.0,88.6,13.6,89.0,13.6,100.0,0.0
"Kidder, North Dakota",90.8,17.7,90.5,17.9,91.1,18.2,100.0,0.0
"LaMoure, North Dakota",86.2,24.6,85.8,24.8,85.9,24.9,100.0,12.2
"Logan, North Dakota",88.0,19.6,88.1,18.7,87.9,18.9,,
"McHenry, North Dakota",90.8,21.4,91.4,21.7,91.7,22.0,27.3,0.0
"McIntosh, North Dakota",81.8,15.6,81.2,15.2,82.2,15.4,,
"McKenzie, North Dakota",90.7,25.8,90.6,27.7,90.9,29.1,98.3,10.0
"McLean, North Dakota",92.4,20.8,92.9,20.8,92.9,20.8,89.7,44.8
"Mercer, North Dakota",91.4,21.7,91.5,22.5,91.4,22.7,100.0,0.0
"Morton, North Dakota",91.9,26.9,92.1,27.1,92.0,26.9,100.0,16.3
"Mountrail, North Dakota",92.4,20.4,93.5,21.5,94.2,21.5,100.0,0.0
"Nelson, North Dakota",91.8,25.0,91.7,23.8,91.5,24.1,100.0,100.0
"Oliver, North Dakota",91.3,21.1,90.7,20.9,90.7,20.6,,
"Pembina, North Dakota",89.6,20.6,89.8,20.9,90.4,21.4,100.0,0.0
"Pierce, North Dakota",93.3,21.0,93.5,21.9,93.6,21.9,100.0,12.5
"Ramsey, North Dakota",91.9,26.4,92.6,27.6,92.6,27.8,100.0,96.3
"Ransom, North Dakota",91.0,19.1,90.6,18.9,90.7,19.2,100.0,51.2
"Renville, North Dakota",95.3,20.1,95.2,20.5,95.0,19.9,100.0,0.0
"Richland, North Dakota",90.7,21.3,92.3,22.1,92.4,21.8,100.0,14.9
"Rolette, North Dakota",87.5,19.6,90.8,26.5,90.7,26.5,56.8,0.0
"Sargent, North Dakota",91.9,18.5,93.3,18.7,93.5,19.0,52.1,12.5
"Sheridan, North Dakota",87.5,14.6,87.3,14.8,87.3,14.8,,
"Sioux, North Dakota",83.7,15.0,91.7,18.7,91.1,17.5,100.0,75.0
"Slope, North Dakota",90.1,25.9,90.1,24.7,90.1,24.7,100.0,100.0
"Stark, North Dakota",90.5,22.4,91.3,22.5,91.2,22.4,77.2,26.3
"Steele, North Dakota",96.3,30.9,96.3,30.4,96.2,30.5,100.0,100.0
"Stutsman, North Dakota",90.9,23.7,91.5,24.0,91.6,23.7,91.3,19.5
"Towner, North Dakota",91.4,17.0,92.5,16.6,92.3,17.5,,
"Traill, North Dakota",93.4,28.9,94.6,28.8,94.9,29.0,100.0,100.0
"Walsh, North Dakota",85.4,17.2,86.2,17.7,87.1,18.5,100.0,0.0
"Ward, North Dakota",93.7,29.3,94.5,29.0,94.7,29.4,90.8,37.2
"Wells, North Dakota",87.0,22.2,87.4,22.3,87.3,22.5,,
"Williams, North Dakota",90.5,23.6,91.1,25.1,91.3,24.9,92.5,18.3
"Adams, Ohio",80.2,13.2,80.2,13.1,80.3,13.2,94.5,23.1
"Allen, Ohio",90.3,18.9,91.7,19.9,91.7,19.9,84.3,10.4
"Ashland, Ohio",88.5,20.9,88.6,20.9,88.8,21.0,72.2,31.7
"Ashtabula, Ohio",86.0,14.3,86.4,14.7,86.9,14.8,80.8,3.9
"Athens, Ohio",90.0,30.2,89.9,28.7,89.9,28.7,94.6,46.9
"Auglaize, Ohio",92.7,18.9,93.1,18.6,93.1,18.5,82.2,65.0
"Belmont, Ohio",90.2,16.7,91.1,16.9,91.2,16.9,72.9,8.2
"Brown, Ohio",87.9,14.9,87.9,15.1,88.0,15.1,90.3,10.8
"Butler, Ohio",90.6,30.2,91.2,29.8,91.7,30.2,90.5,26.9
"Carroll, Ohio",89.5,13.3,89.5,13.3,89.4,13.2,91.2,38.6
"Champaign, Ohio",91.2,16.1,91.5,16.5,91.5,16.6,75.4,2.3
"Clark, Ohio",88.7,18.7,88.7,19.0,89.1,19.0,89.7,14.6
"Clermont, Ohio",90.2,28.6,90.4,28.5,90.5,28.5,88.6,15.8
"Clinton, Ohio",88.3,18.9,88.5,18.2,88.6,18.1,92.1,32.9
"Columbiana, Ohio",88.5,14.9,88.8,15.2,88.8,15.2,86.8,2.6
"Coshocton, Ohio",85.5,13.2,86.0,13.1,86.0,13.1,68.5,10.2
"Crawford, Ohio",90.2,14.4,90.4,14.1,90.6,14.3,81.8,1.5
"Cuyahoga, Ohio",89.8,32.5,92.4,38.9,93.2,39.8,85.1,15.1
"Darke, Ohio",90.8,15.8,90.9,15.7,91.0,15.7,88.8,5.3
"Defiance, Ohio",91.2,18.0,91.8,18.4,92.1,18.4,82.7,11.7
"Delaware, Ohio",96.4,54.3,96.7,52.8,96.9,52.8,90.6,42.6
"Erie, Ohio",91.8,23.2,92.9,24.6,93.3,24.8,80.7,6.7
"Fairfield, Ohio",92.6,27.6,93.1,27.5,93.2,27.3,92.5,28.9
"Fayette, Ohio",85.7,16.3,86.5,17.1,86.7,17.0,68.3,1.1
"Franklin, Ohio",91.2,40.0,93.0,44.6,93.6,45.2,87.4,21.0
"Fulton, Ohio",91.3,17.6,92.2,17.5,92.7,17.4,81.4,56.6
"Gallia, Ohio",84.0,15.9,84.6,16.3,84.5,16.1,81.3,8.3
"Geauga, Ohio",90.2,38.0,90.3,38.4,90.3,38.4,90.7,18.9
"Greene, Ohio",93.8,39.2,93.8,38.4,93.9,38.4,93.1,36.4
"Guernsey, Ohio",85.5,14.6,85.8,14.6,85.8,14.6,84.5,0.6
"Hamilton, Ohio",91.4,37.9,93.5,43.8,93.8,44.1,86.1,17.8
"Hancock, Ohio",92.5,27.1,93.0,27.0,93.1,27.4,91.0,27.2
"Hardin, Ohio",89.5,16.2,89.7,16.1,89.8,15.9,90.6,30.6
"Harrison, Ohio",86.8,11.6,87.1,11.7,87.1,11.6,78.6,3.4
"Henry, Ohio",93.5,17.2,94.0,17.3,94.1,17.4,77.2,0.0
"Highland, Ohio",85.1,13.4,85.1,13.6,85.1,13.5,89.3,6.7
"Hocking, Ohio",89.1,14.4,88.9,14.1,88.9,14.1,93.4,1.1
"Holmes, Ohio",56.9,9.7,56.5,9.4,56.4,9.4,93.3,0.0
"Huron, Ohio",88.5,14.4,88.8,14.4,89.7,14.7,75.5,12.3
"Jackson, Ohio",83.5,14.5,83.6,14.4,83.6,14.4,88.3,37.8
"Jefferson, Ohio",91.0,15.8,91.0,16.0,91.0,16.0,91.4,9.8
"Knox, Ohio",91.3,23.0,91.2,22.8,91.3,22.9,95.7,39.3
"Lake, Ohio",92.3,27.4,92.9,27.7,93.4,28.0,89.9,14.9
"Lawrence, Ohio",87.5,14.9,87.6,14.6,87.7,14.6,93.0,20.5
"Licking, Ohio",91.5,26.1,91.7,26.0,91.7,26.1,91.0,27.6
"Logan, Ohio",92.6,16.5,92.7,16.4,92.7,16.3,88.8,7.4
"Lorain, Ohio",89.7,24.9,90.5,25.7,91.5,26.7,84.0,13.5
"Lucas, Ohio",89.3,26.3,91.8,29.3,92.1,29.7,80.7,12.5
"Madison, Ohio",87.0,17.5,88.4,18.1,88.7,18.3,69.0,3.7
"Mahoning, Ohio",90.9,24.2,92.5,26.5,93.3,27.1,83.9,10.4
"Marion, Ohio",87.9,12.5,89.0,13.0,89.2,13.0,78.0,6.9
"Medina, Ohio",95.1,33.9,95.1,33.7,95.2,33.8,93.0,26.7
"Meigs, Ohio",83.6,13.1,83.6,13.2,83.7,13.2,92.2,5.9
"Mercer, Ohio",92.1,18.3,92.3,18.2,92.4,18.4,81.8,9.1
"Miami, Ohio",91.2,23.3,91.4,23.3,91.6,23.3,83.6,11.8
"Monroe, Ohio",89.1,12.5,89.0,12.3,89.4,12.3,100.0,0.0
"Montgomery, Ohio",90.1,27.9,91.3,29.3,91.6,29.5,86.6,19.6
"Morgan, Ohio",85.3,10.2,85.2,10.1,85.2,10.2,87.3,10.2
"Morrow, Ohio",87.7,13.8,87.8,13.8,87.8,13.9,92.4,0.0
"Muskingum, Ohio",87.8,16.1,88.1,16.3,88.1,16.3,76.1,12.1
"Noble, Ohio",84.7,9.9,86.8,10.5,87.0,10.5,62.7,2.0
"Ottawa, Ohio",91.7,23.1,91.9,23.2,92.3,23.4,73.5,15.5
"Paulding, Ohio",90.5,15.6,91.2,15.7,91.3,15.8,79.7,16.1
"Perry, Ohio",87.3,12.2,87.8,12.0,87.7,12.0,79.2,11.9
"Pickaway, Ohio",87.2,18.4,87.8,18.9,87.9,19.0,75.1,5.6
"Pike, Ohio",80.2,12.6,80.8,12.1,80.7,12.2,53.4,16.0
"Portage, Ohio",92.4,29.0,92.5,28.4,92.6,28.5,92.7,29.0
"Preble, Ohio",90.4,16.3,90.8,16.2,90.8,16.2,72.4,3.1
"Putnam, Ohio",92.8,20.9,93.9,21.5,94.2,21.8,82.4,0.0
"Richland, Ohio",86.9,18.3,87.9,19.4,88.0,19.4,80.1,6.7
"Ross, Ohio",87.6,15.8,88.3,16.4,88.2,16.3,77.5,7.7
"Sandusky, Ohio",90.4,16.1,91.1,16.5,92.1,16.8,94.0,8.7
"Scioto, Ohio",84.9,15.7,85.3,15.9,85.2,15.9,68.6,7.5
"Seneca, Ohio",91.7,16.8,92.3,16.9,92.6,17.0,77.9,8.0
"Shelby, Ohio",90.2,18.7,90.4,18.3,90.6,18.5,94.3,11.5
"Stark, Ohio",91.6,22.8,92.3,23.6,92.4,23.6,86.3,11.2
"Summit, Ohio",91.7,32.5,93.2,35.0,93.4,35.0,88.1,16.1
"Trumbull, Ohio",89.4,18.7,89.4,19.0,89.4,18.9,89.7,13.1
"Tuscarawas, Ohio",86.0,17.4,86.1,17.5,86.6,17.5,73.1,8.3
"Union, Ohio",93.4,35.5,93.6,33.4,93.7,33.3,82.9,21.4
"Van Wert, Ohio",91.3,16.6,91.3,17.0,91.5,17.1,94.9,0.0
"Vinton, Ohio",80.7,12.8,80.8,12.7,80.7,12.6,23.5,0.0
"Warren, Ohio",93.8,43.0,94.1,41.1,94.3,41.5,81.8,31.9
"Washington, Ohio",90.6,18.8,90.7,18.5,90.8,18.5,78.6,25.0
"Wayne, Ohio",86.5,22.2,86.6,22.2,86.6,22.1,87.6,14.3
"Williams, Ohio",90.5,15.2,91.2,15.3,91.4,15.4,52.7,2.7
"Wood, Ohio",94.3,33.5,94.6,32.9,95.1,33.2,95.1,44.6
"Wyandot, Ohio",91.9,17.2,92.6,17.2,92.6,17.1,100.0,0.0
"Adair, Oklahoma",80.8,11.6,83.4,13.5,84.4,13.4,93.8,0.0
"Alfalfa, Oklahoma",85.2,21.8,87.7,25.3,87.6,25.5,86.4,0.0
"Atoka, Oklahoma",83.2,15.0,84.0,16.1,84.4,16.2,74.6,1.1
"Beaver, Oklahoma",83.8,19.9,89.2,22.5,90.9,23.7,73.7,0.0
"Beckham, Oklahoma",85.5,16.8,87.5,18.7,88.1,19.5,70.9,2.7
"Blaine, Oklahoma",82.7,16.5,85.4,18.8,90.1,20.7,89.1,11.7
"Bryan, Oklahoma",86.4,21.9,86.5,22.2,86.8,22.1,96.9,15.8
"Caddo, Oklahoma",85.5,15.4,85.5,16.2,89.6,17.4,88.4,6.4
"Canadian, Oklahoma",91.4,27.4,93.2,28.7,94.1,29.1,91.7,14.3
"Carter, Oklahoma",88.0,20.5,88.5,21.8,89.3,22.4,86.5,11.5
"Cherokee, Oklahoma",86.5,26.3,86.3,28.4,87.3,29.4,84.7,9.4
"Choctaw, Oklahoma",82.2,13.4,82.9,14.4,83.5,14.5,79.3,8.4
"Cimarron, Oklahoma",83.1,22.8,83.4,22.4,87.4,26.9,66.7,0.0
"Cleveland, Oklahoma",91.8,33.4,92.2,33.5,92.9,34.1,92.5,30.1
"Coal, Oklahoma",82.7,17.3,82.8,17.5,83.2,17.8,100.0,45.5
"Comanche, Oklahoma",90.0,22.2,91.0,23.5,91.4,24.1,92.3,22.4
"Cotton, Oklahoma",84.5,13.7,85.2,14.2,86.3,14.2,71.6,4.6
"Craig, Oklahoma",86.8,14.7,87.0,16.0,87.9,16.2,75.4,9.0
"Creek, Oklahoma",87.4,17.0,88.0,17.5,88.4,17.6,84.8,9.9
"Custer, Oklahoma",87.7,24.8,89.4,27.4,91.5,29.4,75.8,14.2
"Delaware, Oklahoma",84.9,18.1,85.8,19.7,86.3,19.9,89.3,0.0
"Dewey, Oklahoma",93.8,24.0,94.6,25.4,95.9,25.8,100.0,0.0
"Ellis, Oklahoma",85.8,20.1,85.6,19.9,86.4,20.4,100.0,57.1
"Garfield, Oklahoma",87.9,22.9,89.5,24.3,91.6,25.7,80.8,11.0
"Garvin, Oklahoma",86.3,14.7,86.0,14.4,88.4,15.1,91.1,17.0
"Grady, Oklahoma",90.1,19.9,90.3,20.4,91.3,20.9,84.1,13.1
"Grant, Oklahoma",90.7,24.6,90.9,24.8,91.1,24.6,100.0,0.0
"Greer, Oklahoma",83.9,12.3,87.8,14.3,88.1,14.9,69.2,2.5
"Harmon, Oklahoma",79.7,20.7,88.9,26.8,91.2,28.6,90.1,0.0
"Harper, Oklahoma",81.8,19.3,83.7,20.3,87.9,22.9,100.0,0.0
"Haskell, Oklahoma",84.7,16.2,84.7,16.9,84.6,17.2,90.5,0.0
"Hughes, Oklahoma",82.2,12.9,83.2,14.8,84.4,15.6,66.8,1.7
"Jackson, Oklahoma",85.1,23.3,89.8,26.8,93.1,28.3,88.4,13.2
"Jefferson, Oklahoma",83.2,14.7,84.5,14.8,85.8,15.5,85.1,27.7
"Johnston, Oklahoma",86.0,20.1,87.3,20.2,87.9,20.1,89.3,29.6
"Kay, Oklahoma",86.8,18.9,89.1,20.4,89.4,20.6,77.8,7.9
"Kingfisher, Oklahoma",88.3,22.4,90.8,24.2,92.2,25.6,93.5,0.6
"Kiowa, Oklahoma",84.7,17.2,87.8,19.5,88.7,20.0,75.6,5.0
"Latimer, Oklahoma",87.8,17.2,88.7,19.0,89.1,19.1,74.6,17.5
"Le Flore, Oklahoma",83.5,14.6,83.8,14.8,84.7,15.3,82.5,7.8
"Lincoln, Oklahoma",87.2,15.5,87.1,15.4,87.2,15.4,91.0,19.4
"Logan, Oklahoma",90.1,27.7,90.3,28.0,91.6,28.4,87.7,30.3
"Love, Oklahoma",82.4,13.5,82.3,13.7,86.6,14.8,84.7,21.2
"McClain, Oklahoma",90.1,25.0,90.3,25.5,91.6,26.0,91.7,42.1
"McCurtain, Oklahoma",82.9,13.4,83.9,14.4,84.0,14.7,86.1,11.2
"McIntosh, Oklahoma",85.8,13.9,85.1,13.4,85.4,13.6,94.0,17.4
"Major, Oklahoma",88.6,20.0,90.1,21.4,91.2,21.9,96.9,15.6
"Marshall, Oklahoma",79.1,14.8,83.2,16.5,85.2,16.9,76.1,11.3
"Mayes, Oklahoma",86.5,14.3,85.7,14.6,85.9,14.4,85.0,1.7
"Murray, Oklahoma",84.2,17.4,85.1,17.6,86.6,17.9,74.6,3.5
"Muskogee, Oklahoma",85.3,20.4,85.5,20.6,85.6,20.7,87.2,21.2
"Noble, Oklahoma",90.5,23.2,92.0,24.4,91.9,24.7,63.3,0.0
"Nowata, Oklahoma",88.9,11.5,89.6,12.1,89.8,12.2,76.4,10.1
"Okfuskee, Oklahoma",79.5,11.6,78.9,12.4,78.6,12.3,79.6,9.2
"Oklahoma, Oklahoma",87.4,32.0,88.3,34.8,93.3,38.3,89.8,20.4
"Okmulgee, Oklahoma",86.3,14.1,86.6,14.2,87.0,14.4,84.2,12.8
"Osage, Oklahoma",88.3,18.0,87.9,18.1,88.2,18.1,92.0,22.9
"Ottawa, Oklahoma",85.3,14.5,85.7,15.7,86.2,15.8,94.2,10.8
"Pawnee, Oklahoma",88.8,16.6,88.7,17.4,88.8,17.7,93.0,0.0
"Payne, Oklahoma",92.2,37.4,92.3,36.6,93.0,37.0,94.6,34.9
"Pittsburg, Oklahoma",87.0,16.1,87.5,16.9,88.1,16.9,85.7,16.2
"Pontotoc, Oklahoma",89.2,28.2,90.0,30.6,91.2,31.3,87.8,8.8
"Pottawatomie, Oklahoma",88.0,18.3,88.8,19.1,89.3,19.3,86.9,12.6
"Pushmataha, Oklahoma",83.2,14.3,84.0,14.4,84.4,14.1,67.8,0.0
"Roger Mills, Oklahoma",88.4,16.2,90.6,17.5,91.7,17.6,100.0,0.0
"Rogers, Oklahoma",92.0,24.9,92.6,25.7,93.2,25.7,91.3,25.4
"Seminole, Oklahoma",84.3,14.3,85.0,14.3,85.3,14.5,83.0,14.2
"Sequoyah, Oklahoma",81.3,14.4,82.1,14.0,82.2,14.2,82.2,9.6
"Stephens, Oklahoma",87.3,16.9,88.8,17.2,89.0,17.4,77.2,16.5
"Texas, Oklahoma",72.3,22.1,82.2,25.5,90.4,30.4,99.3,19.3
"Tillman, Oklahoma",77.5,17.3,84.0,23.0,85.7,23.5,58.9,1.1
"Tulsa, Oklahoma",89.4,31.8,91.5,35.0,93.8,36.8,89.4,18.9
"Wagoner, Oklahoma",90.6,23.2,91.0,23.7,91.6,24.2,94.3,27.9
"Washington, Oklahoma",90.4,28.5,91.4,29.4,91.7,30.0,89.3,14.6
"Washita, Oklahoma",90.1,20.8,91.2,21.6,92.1,22.0,100.0,5.1
"Woods, Oklahoma",89.8,30.3,90.2,30.8,91.0,31.5,69.9,21.5
"Woodward, Oklahoma",87.7,19.4,89.0,19.8,91.5,20.9,83.1,0.0
"Baker, Oregon",91.0,23.7,91.7,23.7,91.9,23.4,95.7,42.4
"Benton, Oregon",95.9,54.1,96.4,53.7,97.1,54.7,98.6,56.0
"Clackamas, Oregon",93.4,37.4,94.0,37.2,94.9,37.9,87.0,33.4
"Clatsop, Oregon",92.1,24.4,92.2,24.4,93.0,25.0,78.7,20.1
"Columbia, Oregon",91.3,18.5,91.4,18.4,91.8,18.6,85.6,41.8
"Coos, Oregon",88.8,17.8,89.7,17.7,90.0,18.0,92.3,10.5
"Crook, Oregon",90.0,19.8,90.0,20.0,90.7,20.1,100.0,0.0
"Curry, Oregon",90.3,24.6,90.4,24.4,91.4,24.7,99.0,61.6
"Deschutes, Oregon",93.7,35.4,94.3,35.7,95.1,36.1,91.1,30.9
"Douglas, Oregon",89.6,17.3,89.7,17.5,90.0,17.7,95.7,15.4
"Gilliam, Oregon",90.0,17.4,89.8,17.3,92.3,17.4,,
"Grant, Oregon",88.8,18.9,89.0,18.4,89.0,18.9,100.0,100.0
"Harney, Oregon",91.6,18.4,91.3,19.2,91.2,18.9,100.0,0.0
"Hood River, Oregon",81.3,32.0,82.8,33.0,94.9,39.9,22.5,15.0
"Jackson, Oregon",90.1,27.8,90.5,28.2,93.0,29.5,88.8,23.8
"Jefferson, Oregon",87.0,19.4,88.3,21.1,90.1,22.3,84.6,9.0
"Josephine, Oregon",90.4,17.5,90.6,17.7,91.1,18.3,97.1,7.3
"Klamath, Oregon",88.1,20.0,88.9,20.3,91.0,21.4,97.8,21.9
"Lake, Oregon",86.5,16.4,86.8,16.7,88.4,17.2,100.0,0.0
"Lane, Oregon",91.9,30.5,93.0,30.7,93.5,31.0,93.5,30.4
"Lincoln, Oregon",91.5,24.9,92.3,25.6,92.9,25.8,93.7,11.9
"Linn, Oregon",89.5,19.3,90.4,19.3,91.1,19.5,99.4,29.5
"Malheur, Oregon",81.1,13.7,82.9,14.3,89.9,16.5,67.1,3.2
"Marion, Oregon",85.2,23.5,88.3,25.4,92.9,28.0,84.3,7.9
"Morrow, Oregon",75.8,9.0,77.7,9.1,87.2,10.7,71.4,0.0
"Multnomah, Oregon",91.5,45.9,93.7,49.0,95.8,51.0,85.9,23.0
"Polk, Oregon",90.9,31.0,91.7,31.3,94.5,32.4,90.4,65.2
"Sherman, Oregon",89.3,17.3,90.1,17.1,90.9,16.8,,
"Tillamook, Oregon",89.6,21.8,90.0,21.8,91.9,22.9,100.0,1.9
"Umatilla, Oregon",82.4,17.2,83.7,17.9,90.4,19.8,83.7,16.5
"Union, Oregon",92.7,24.5,92.9,25.2,93.2,25.1,89.4,30.9
"Wallowa, Oregon",93.1,26.4,93.3,26.5,93.3,26.4,100.0,0.0
"Wasco, Oregon",86.4,19.6,88.6,20.6,92.1,22.3,100.0,25.0
"Washington, Oregon",92.2,44.4,93.7,43.7,96.5,46.4,93.4,45.8
"Wheeler, Oregon",91.6,14.9,91.6,15.2,91.3,14.5,,
"Yamhill, Oregon",88.9,26.9,90.2,28.0,93.3,29.7,96.6,17.4
"Adams, Pennsylvania",88.8,22.3,89.6,22.8,90.2,23.2,82.0,10.2
"Allegheny, Pennsylvania",94.6,41.6,95.5,43.2,95.6,43.1,90.4,21.4
"Armstrong, Pennsylvania",90.3,16.7,90.5,16.8,90.5,16.7,80.5,5.8
"Beaver, Pennsylvania",93.1,24.7,93.5,25.4,93.5,25.4,88.6,13.1
"Bedford, Pennsylvania",87.9,14.7,88.0,14.4,88.2,14.5,90.9,26.8
"Berks, Pennsylvania",86.7,24.9,88.7,26.2,91.0,27.8,83.7,14.6
"Blair, Pennsylvania",91.4,21.3,91.4,21.1,91.5,21.2,93.2,29.1
"Bradford, Pennsylvania",90.1,18.7,90.1,18.2,90.2,18.2,87.6,37.8
"Bucks, Pennsylvania",93.9,41.3,94.6,41.1,95.1,41.7,92.5,29.2
"Butler, Pennsylvania",94.9,36.0,95.0,35.4,95.0,35.4,87.6,31.7
"Cambria, Pennsylvania",92.0,21.1,92.2,21.4,92.2,21.5,84.5,7.6
"Cameron, Pennsylvania",90.7,13.7,91.4,13.1,91.3,13.1,50.0,0.0
"Carbon, Pennsylvania",89.4,17.9,89.5,17.9,89.6,18.0,87.4,14.3
"Centre, Pennsylvania",94.3,45.5,94.7,44.3,94.9,44.2,83.9,25.7
"Chester, Pennsylvania",93.6,53.0,94.3,53.3,96.1,54.8,90.7,28.6
"Clarion, Pennsylvania",90.1,22.1,90.1,21.9,90.1,21.8,82.0,9.3
"Clearfield, Pennsylvania",87.2,15.1,88.3,15.3,88.8,15.4,67.0,6.8
"Clinton, Pennsylvania",89.3,19.5,89.6,19.5,89.7,19.3,83.4,14.1
"Columbia, Pennsylvania",90.3,22.9,90.4,22.7,90.5,22.9,84.7,14.7
"Crawford, Pennsylvania",89.0,21.1,89.2,21.2,89.2,21.1,83.9,20.0
"Cumberland, Pennsylvania",92.3,36.6,93.0,36.4,93.1,36.5,84.0,16.2
"Dauphin, Pennsylvania",89.8,30.8,92.3,33.1,93.1,33.6,86.8,20.1
"Delaware, Pennsylvania",93.1,39.0,95.0,42.4,95.2,42.5,89.7,21.8
"Elk, Pennsylvania",92.3,19.6,92.4,19.4,92.4,19.5,90.4,24.7
"Erie, Pennsylvania",91.3,27.9,92.8,28.9,93.3,29.2,81.2,14.5
"Fayette, Pennsylvania",88.4,17.3,88.8,17.6,88.7,17.5,81.7,8.9
"Forest, Pennsylvania",83.0,8.1,85.9,10.8,86.6,11.2,76.2,1.1
"Franklin, Pennsylvania",88.3,21.6,88.8,21.7,89.4,21.8,81.9,13.7
"Fulton, Pennsylvania",87.8,13.6,87.8,13.4,87.8,13.4,93.5,28.2
"Greene, Pennsylvania",87.5,17.6,88.1,17.8,88.3,17.8,75.0,1.7
"Huntingdon, Pennsylvania",89.5,17.4,90.2,18.1,90.2,18.1,79.7,4.2
"Indiana, Pennsylvania",90.0,23.0,90.0,22.7,90.1,22.6,86.8,18.0
"Jefferson, Pennsylvania",89.3,15.9,89.5,15.9,89.5,16.0,65.1,5.6
"Juniata, Pennsylvania",83.3,14.5,83.5,14.4,84.0,14.6,90.9,21.0
"Lackawanna, Pennsylvania",91.0,28.3,91.9,28.8,92.9,29.5,80.1,13.3
"Lancaster, Pennsylvania",85.0,27.3,85.7,27.7,86.3,28.5,84.3,18.7
"Lawrence, Pennsylvania",90.8,22.1,90.9,22.2,91.0,22.2,88.2,18.0
"Lebanon, Pennsylvania",87.2,20.7,88.6,21.7,88.9,21.7,82.9,15.5
"Lehigh, Pennsylvania",89.0,29.9,90.7,31.7,93.0,34.8,86.4,15.0
